,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.006254208815119786,1.1064029492264156,1.0709352994842771
1,02,0.04444704014225836,1.0434060068579287,1.0289373379052857
2,03,0.026693228978676924,0.6296119209244389,0.7530746139496258
3,04,0.012618298085629248,0.7897077715293582,0.8598051810195722
4,05,0.02439107503375948,1.5951683072774618,1.3967788715183078
5,06,0.010732694507429415,1.4890809580139435,1.3260539720092956
6,07,0.010350120657621658,1.7659529968869379,1.5106353312579586
7,08,0.022742642409186463,0.9141012406972204,0.9427341604648136
8,09,0.01459549635843254,1.1518780757711244,1.101252050514083
9,10,0.018194785508154506,-0.34008665396881077,0.10660889735412613
10,11,-0.0003986867179537248,1.2110733607971977,1.1407155738647985
11,12,0.028356122976308323,0.5708328165311185,0.713888544354079
